Elgeseter PM10µg/m³,Elgeseter PM2.5µg/m³,Elgeseter NO2µg/m³,Hour,Trafikkmengde,Year,Month,Day
2.6,1.4,9.35,0,130,2022,10,10
4.1,2.7,10.3,3,73,2022,10,24
2.0,3.3,2.8,1,149,2023,6,29
0.0,0.0,3.5,2,365,2022,10,29
4.8,3.1,11.13,22,591,2022,10,5
4.98,4.369999999999999,6.5,17,1030,2023,5,28
4.7,3.8,27.0,7,1645,2022,12,16
3.9,0.0,1.5,0,271,2023,1,7
9.2,5.8,40.5,17,1079,2023,1,15
9.1,6.3,4.9,0,541,2023,6,17
13.726756302521007,6.1375126050420175,16.583335387649452,11,1562,2023,1,19
12.21,4.15,14.9,12,1295,2023,5,1
0.1,4.9,22.4,5,122,2023,4,5
0.4,0.0,15.6,6,880,2022,11,10
11.7,3.8,15.4,20,816,2023,6,30
8.38,2.4,6.4,11,1576,2023,4,25
4.6,4.8,7.6,10,606,2022,11,6
2.8300000000000005,2.73,3.8,1,430,2023,8,5
54.5,7.7,25.35,12,1707,2022,10,10
7.3,5.3,63.6,14,1942,2022,12,15
13.4,6.4,3.2,22,640,2022,10,29
9.2,3.4,23.5,13,1237,2023,9,16
6.719999999999999,4.26,7.6,17,890,2023,7,16
2.41,1.16,2.8,2,165,2023,8,23
0.0,1.1,1.9,6,170,2023,1,8
10.93,3.3,6.7,16,1490,2023,7,5
0.0,0.0,2.9,9,752,2022,12,27
10.8,5.2,41.1,8,1766,2023,9,25
6.82,3.77,12.8,8,1022,2023,7,13
52.6,14.4,37.1,17,989,2022,10,30
0.0,1.7,3.5,3,66,2023,1,30
3.0,3.5,17.8,11,902,2023,4,16
20.1,8.0,26.5,11,1619,2022,10,31
1.0,1.5,0.9,4,64,2023,2,28
11.52,7.37,22.5,19,936,2023,4,22
8.6,2.6,5.3,2,410,2022,10,30
7.4,4.2,10.6,21,861,2023,6,5
5.4,5.8,8.8,19,1004,2023,4,15
14.7,12.2,40.7,18,1423,2022,12,15
6.8,7.7,27.0,2,80,2023,2,3
39.9,5.8,15.9,12,1740,2023,6,6
19.3,5.2,15.1,12,1598,2023,9,12
8.3,1.7,9.4,10,713,2022,10,30
20.0,9.2,4.4,19,1163,2023,6,28
0.0,1.1,5.2,4,92,2023,1,10
9.0,7.6,14.7,23,552,2022,10,28
1.5,0.0,24.0,17,1686,2023,9,21
7.5,4.4,13.720000000000002,13,1754,2022,12,8
9.23,3.61,9.9,21,899,2023,5,8
0.0,2.5,3.6,12,1042,2023,1,29
4.6,4.2,4.4,22,652,2023,6,28
42.4,6.8,12.2,15,2284,2022,11,15
3.3200000000000003,2.41,2.7,3,70,2023,7,10
10.04,5.220000000000001,19.2,15,2020,2023,8,18
3.8,4.2,2.5,4,89,2023,6,6
1.6,1.3,11.0,2,418,2022,12,17
9.39,6.33,27.0,13,1720,2023,5,8
0.0,1.2,2.4,4,133,2023,1,29
48.9,4.2,32.4,14,2024,2023,6,7
14.1,7.7,5.0,1,104,2023,9,8
24.5,14.7,28.0,1,431,2022,11,19
178.5,12.4,17.1,23,441,2023,6,8
4.88,3.54,1.7,0,151,2023,5,23
23.2,2.5,7.9,13,1137,2023,4,5
32.71,8.17,24.1,20,1111,2023,5,4
8.9,10.0,25.8,22,556,2023,1,18
3.6,0.9,12.080000000000002,17,1439,2022,10,4
40.2,8.5,27.6,9,1593,2023,4,20
2.42,2.54,3.5,2,52,2023,5,30
26.81,8.72,29.8,15,2058,2023,4,28
2.31,2.44,1.5,2,235,2023,7,22
11.14,4.67,17.2,10,1625,2023,9,1
8.6,6.8,12.7,5,156,2023,6,15
15.4,3.0,10.4,23,225,2023,9,26
1.8,3.1,10.9,19,991,2023,1,30
14.450000000000005,5.79,13.1,23,356,2023,8,24
3.5,5.2,3.7,10,286,2023,1,1
11.56,4.11,12.2,10,1074,2023,6,3
0.0,0.0,0.8,3,80,2023,3,3
27.0,25.1,55.1,15,2105,2022,12,9
0.0,0.0,7.7,22,610,2022,12,24
8.83,3.18,5.2,21,737,2023,7,29
5.8,7.6,15.2,19,1090,2023,1,12
8.3,4.2,39.0,11,1496,2023,3,15
0.6,2.2,11.3,3,59,2023,1,18
1.3,1.2,23.0,9,1541,2023,1,25
4.9,3.8,9.8,20,625,2023,4,5
8.5,3.3,2.1,10,940,2022,11,12
39.5,33.2,41.9,18,1627,2022,12,2
19.1,5.6,4.8,20,1043,2023,4,13
4.090000000000001,2.46,4.3,6,212,2023,6,24
45.6,6.8,30.83,12,1770,2022,9,30
7.7,6.2,13.6,3,379,2022,12,4
2.84,2.05,1.2,5,76,2023,5,1
2.1,1.3,9.1,7,321,2022,12,4
14.679999999999998,3.72,7.4,17,1052,2023,5,27
15.7,12.7,50.5,13,2034,2022,12,21
11.4,4.1,30.5,16,1868,2023,2,28
0.0,0.0,3.0,2,65,2023,1,25
8.4,6.3,12.7,14,1208,2022,12,24
13.8,12.7,30.9,18,1380,2022,12,16
9.8,6.2,6.0,19,1160,2023,4,13
7.9,8.9,3.3,1,81,2023,6,13
3.9,3.2,3.7,6,158,2022,12,4
8.5,7.1,15.1,0,602,2023,4,16
8.6,7.9,2.1,11,482,2023,4,9
11.5,4.17,12.5,16,1321,2023,6,3
8.290000000000001,4.640000000000001,8.6,12,1085,2023,8,27
8.17,4.51,8.3,6,248,2023,5,13
3.25,2.16,1.3,0,170,2023,7,3
21.81,8.629999999999999,25.7,14,1857,2023,8,28
9.3,5.2,12.5,23,390,2023,4,20
8.9,6.9,28.0,21,957,2022,12,8
7.479999999999999,3.37,4.0,16,1370,2023,7,12
24.4,8.05,21.3,6,646,2023,7,10
11.4,3.9,16.3,17,1131,2023,9,24
5.4,5.5,31.4,15,2165,2023,3,6
31.22,20.020000000000003,49.4,6,924,2023,5,8
11.0,6.44,14.3,11,1195,2023,4,29
10.2,6.8,9.3,5,184,2022,11,14
8.830000000000002,4.85,16.8,14,1729,2023,7,31
13.0,10.6,52.0,14,2083,2022,12,21
228.1,23.4,62.4,13,1794,2022,11,2
24.3,5.3,19.79,16,1688,2023,9,28
3.8,2.9,2.4,1,81,2023,4,3
15.3,15.4,24.6,1,90,2023,1,4
12.5,4.2,33.4,6,834,2022,10,28
8.3,3.0,6.3,21,922,2022,11,23
14.589999999999998,5.61,9.3,15,1583,2023,7,20
13.199999999999998,5.65,14.2,19,907,2023,6,3
8.0,5.6,38.1,15,2147,2023,1,16
7.789999999999999,4.659999999999999,11.0,19,1117,2023,4,25
2.16,1.97,0.3,4,60,2023,5,17
3.1,3.1,21.6,3,85,2023,2,3
41.2,8.9,12.7,11,1540,2023,9,7
10.97,4.0600000000000005,17.3,9,1516,2023,8,16
4.0,2.5,2.3,4,136,2023,9,17
4.0,3.8,3.5,2,413,2023,3,11
5.2700000000000005,3.64,3.6,1,108,2023,8,14
9.6,4.0,41.0,7,1927,2023,3,21
3.3200000000000003,2.41,2.7,23,402,2023,7,30
32.7,28.8,31.2,19,1154,2022,11,30
13.12,5.590000000000001,21.4,12,1683,2023,8,28
8.7,6.2,32.7,7,1775,2022,12,2
20.18,4.92,20.9,19,1047,2023,8,30
8.7,4.9,19.9,11,1715,2023,6,2
13.99,6.62,16.0,15,2371,2023,5,2
6.44,3.08,11.1,8,1155,2023,7,31
20.67,6.9300000000000015,15.7,5,160,2023,5,24
9.2,5.3,10.16,6,829,2022,9,30
0.0,0.8,11.5,5,72,2023,3,19
13.160000000000002,3.1,8.1,13,1753,2023,8,10
38.7,8.0,41.5,14,1903,2022,11,1
0.6,2.2,5.9,0,112,2023,1,18
5.4,9.0,12.29,1,103,2023,2,22
2.9,0.2,10.0,21,843,2023,9,13
8.57,2.99,5.9,16,1287,2023,8,13
20.0,8.3,21.5,8,1710,2022,9,30
24.76,10.18,28.1,12,1740,2023,8,29
0.9,2.3,2.7,9,395,2023,2,26
22.6,22.4,28.3,21,796,2022,12,9
8.5,7.6,18.0,17,1201,2023,2,5
53.5,8.0,29.06,9,1421,2023,9,19
25.2,3.9,22.3,13,1818,2022,10,21
15.360000000000005,4.01,11.2,21,760,2023,5,26
9.5,8.7,6.9,3,405,2023,6,11
16.7,10.0,40.9,8,1800,2022,11,10
7.479999999999999,3.37,4.0,3,344,2023,9,3
25.9,4.3,26.0,7,1930,2022,11,16
6.5,3.2,4.2,1,524,2023,2,19
0.0,1.2,7.3,20,507,2023,4,6
8.3,4.2,2.2,6,185,2023,3,26
15.75,5.91,14.7,0,627,2023,8,19
0.0,0.0,0.6,4,75,2023,3,1
3.7,2.8,5.0,23,333,2023,2,9
3.1,4.2,37.0,7,841,2023,4,5
3.54,3.3200000000000003,2.5,8,540,2023,5,17
0.0,0.0,1.1,1,100,2023,4,14
7.6,7.7,7.4,20,819,2023,3,10
3.1,3.9,21.6,5,107,2022,12,30
4.88,3.54,1.7,6,210,2023,5,18
4.98,4.369999999999999,6.5,4,76,2023,8,14
45.7,43.4,44.4,18,1451,2022,12,12
4.1,2.5,7.52,21,923,2022,10,9
8.17,4.51,8.3,22,611,2023,4,27
7.540000000000001,4.999999999999999,13.3,16,1687,2023,8,11
10.65,3.69,11.3,14,1985,2023,5,2
30.8,29.5,38.4,19,1229,2022,12,9
2.5,3.6,12.1,19,771,2023,3,19
11.2,5.6,18.1,16,1873,2022,11,10
0.0,1.2,1.8,10,622,2023,2,12
19.7,8.0,13.1,17,1411,2023,6,12
0.7,2.3,25.2,8,297,2023,3,19
5.4,3.9,13.0,11,1054,2022,10,15
7.57,4.29,9.4,21,911,2023,5,14
6.4,3.0,23.9,9,1568,2022,11,3
0.0,1.4,3.5,1,70,2023,1,24
31.8,12.6,31.06,18,1055,2022,10,16
4.0,4.5,6.7,19,996,2023,3,24
15.1,5.29,9.0,3,253,2023,8,19
9.37,4.68,11.8,19,858,2023,7,24
9.66,4.4,5.6,5,121,2023,7,25
0.0,0.0,5.5,2,78,2023,1,30
4.6,0.0,2.1,9,363,2022,11,27
23.5,18.7,48.1,16,1825,2023,1,18
7.33,3.2399999999999998,4.4,17,1087,2023,7,11
7.0,6.3,38.2,7,1678,2022,12,13
73.5,10.5,52.9,7,1860,2022,11,17
6.2,3.1,13.1,7,1850,2022,11,7
10.19,3.99,6.9,20,909,2023,6,3
10.93,3.3,6.7,22,484,2023,7,24
89.2,40.1,49.5,19,1051,2022,11,18
0.0,0.0,4.4,5,171,2023,1,19
17.4,5.3,13.1,11,1546,2023,9,12
2.3,1.9,8.49,4,92,2022,10,9
19.1,4.1,20.6,17,1316,2023,6,30
10.19,3.99,6.9,12,1007,2023,7,15
6.0,8.5,7.7,23,366,2023,6,20
0.0,0.7,1.2,4,165,2023,2,19
6.9,3.8,39.0,9,1675,2023,3,21
6.8,4.6,19.93,4,102,2022,10,15
9.290000000000004,4.950000000000001,8.5,23,857,2023,8,5
20.94,7.279999999999999,25.0,15,2373,2023,5,31
11.0,6.44,14.3,12,1626,2023,7,6
40.7,11.4,25.4,17,1525,2023,9,8
21.1,4.9,40.2,8,1784,2022,11,22
13.7,9.1,62.0,19,1146,2023,3,15
4.2,4.4,4.6,5,96,2023,3,4
13.726756302521007,6.1375126050420175,16.583335387649452,10,1555,2022,10,5
8.1,3.2,14.25,14,1955,2022,10,12
39.2,7.9,12.2,12,947,2023,3,28
1.1,2.3,5.8,8,411,2023,3,18
15.0,13.1,39.8,13,1786,2022,12,13
3.3,2.2,7.1,11,1269,2023,3,11
5.1,0.6,9.8,9,327,2023,4,2
19.2,6.1,16.2,3,54,2023,3,30
3.8,2.5,4.48,19,837,2022,10,9
9.55,5.03,17.8,10,1036,2023,8,4
9.4,5.4,6.0,11,1511,2023,1,5
2.9,5.6,10.0,16,803,2023,4,8
17.3,11.5,7.5,3,64,2022,11,15
12.4,3.3,25.9,7,368,2022,11,20
11.3,10.0,13.0,19,994,2023,4,21
2.41,1.16,2.8,4,70,2023,8,21
6.44,3.08,11.1,22,643,2023,8,15
13.6,5.5,6.3,21,786,2022,11,4
8.0,1.2,12.2,16,1785,2022,11,25
10.4,5.7,32.3,6,822,2023,9,21
11.13,4.39,13.4,6,781,2023,8,8
4.8100000000000005,2.12,2.6,1,69,2023,5,24
1.91,1.14,1.8,23,282,2023,4,23
8.3,2.3,1.1,1,480,2022,11,26
3.2299999999999995,2.16,0.9,2,48,2023,9,5
6.44,3.08,11.1,15,1699,2023,7,10
10.2,2.7,8.9,9,443,2022,10,30
1.3,3.9,6.8,7,417,2023,6,24
4.5,3.7,5.0,3,375,2022,10,23
11.5,4.17,12.5,20,953,2023,6,4
52.4,15.5,28.2,12,1795,2023,6,19
56.8,55.1,41.7,21,821,2022,12,12
10.07,4.869999999999999,12.6,22,643,2023,9,2
33.4,20.4,32.9,0,482,2022,11,19
28.4,7.6,18.9,16,1906,2023,4,20
1.8,3.0,7.3,21,728,2023,2,26
67.1,14.9,27.2,13,1758,2023,4,20
11.1,8.1,27.2,17,1387,2023,3,18
29.2,10.2,16.7,15,1489,2023,6,10
9.3,8.1,11.1,21,985,2023,6,20
23.0,15.1,15.4,21,669,2022,11,6
18.9,15.6,48.8,19,951,2023,1,7
0.0,1.9,25.8,6,911,2023,3,20
0.0,0.0,8.5,5,155,2023,1,13
3.2,3.8,1.0,1,142,2023,3,17
5.3,5.0,12.9,8,394,2022,12,17
6.9300000000000015,5.16,7.2,11,1662,2023,5,9
7.979999999999999,3.5200000000000005,3.3,10,626,2023,8,20
3.0,2.14,2.1,1,50,2023,8,29
1.2,1.9,23.2,9,1357,2023,1,27
56.0,9.5,24.9,20,942,2022,11,17
13.88,5.51,16.6,20,1132,2023,4,28
36.4,36.0,45.8,0,605,2023,2,5
13.3,10.2,48.7,18,1259,2022,11,11
14.589999999999998,5.61,9.3,16,1062,2023,5,28
21.590000000000003,7.1,34.9,7,1806,2023,8,30
0.0,0.0,6.0,10,814,2022,12,29
3.54,3.3200000000000003,2.5,1,93,2023,8,2
8.1,3.0,21.8,8,1773,2023,9,21
4.2,2.0,1.1,3,67,2023,8,10
5.1,1.3,28.6,11,1626,2022,10,18
13.199999999999998,5.65,14.2,11,1292,2023,7,19
6.1,3.8,14.55,12,1769,2022,10,3
0.0,0.7,7.6,12,1725,2023,3,17
13.726756302521007,6.1375126050420175,16.583335387649452,12,1538,2023,2,23
7.0,3.9,4.7,8,277,2022,10,30
8.9,3.5,10.5,17,1408,2023,9,5
28.4,4.6,25.3,19,1104,2023,9,26
14.79,9.010000000000002,33.5,6,895,2023,5,24
10.260000000000002,4.45,7.5,11,1157,2023,8,12
2.25,1.39,3.0,4,87,2023,4,27
21.18,6.840000000000001,20.4,12,1790,2023,5,15
0.0,0.0,22.2,5,204,2022,12,21
12.94,3.1100000000000003,7.0,9,1110,2023,7,12
17.6,11.6,29.6,8,422,2022,11,19
2.7,7.1,9.1,20,997,2023,6,22
2.8300000000000005,2.73,3.8,4,77,2023,8,23
6.6,2.0,13.94,17,1365,2022,10,11
9.259999999999998,5.23,12.3,7,359,2023,8,12
44.4,29.2,70.9,18,1105,2022,12,19
12.0,7.5,25.6,23,308,2022,10,27
6.6,6.3,14.9,20,917,2023,2,5
3.9,3.2,36.5,6,770,2022,12,21
1.6,1.9,4.7,7,343,2023,4,2
8.79,1.99,4.9,21,659,2023,7,18
22.6,5.0,15.5,6,199,2022,10,22
3.0,2.14,2.1,22,582,2023,7,2
2.9,2.2,3.0,7,358,2022,12,24
19.3,4.5,15.0,11,1326,2022,10,22
1.6,1.0,12.3,15,1754,2023,3,4
33.0,27.5,37.9,17,1559,2022,12,3
16.1,15.3,23.8,10,869,2022,12,10
10.2,4.52,5.0,2,98,2023,8,15
34.2,28.4,40.1,14,1823,2022,12,3
4.7,4.5,22.0,15,2249,2023,3,16
5.1,3.4,12.87,2,73,2022,10,17
0.0,2.2,9.77,10,1364,2023,2,23
8.4,2.4,23.0,17,1594,2022,11,25
6.2,8.9,27.9,19,979,2023,3,6
10.19,3.99,6.9,9,519,2023,8,5
3.2,2.6,12.08,5,175,2022,10,11
10.4,4.5,27.4,13,1735,2022,10,27
2.41,1.16,2.8,0,249,2023,8,16
5.6,3.9,5.5,5,189,2023,4,11
69.3,11.2,30.7,14,1998,2023,4,21
6.6,6.1,9.6,5,181,2022,11,1
10.7,7.5,22.6,19,1074,2023,4,16
33.4,9.3,25.3,6,904,2023,6,20
1.6,1.5,15.9,18,1357,2023,2,16
1.6,4.0,18.2,21,813,2023,2,6
0.6,1.3,22.4,8,1816,2023,1,25
9.4,3.76,12.7,5,178,2023,5,16
14.2,12.4,6.0,0,181,2023,6,14
13.3,8.7,3.3,4,80,2023,9,9
7.7,10.4,20.5,1,91,2023,3,9
0.0,2.8,5.5,3,66,2023,2,6
9.0,5.3,6.2,3,38,2023,9,26
1.8,3.6,4.1,5,75,2023,4,2
10.52,6.01,9.5,0,102,2023,4,26
2.1,3.5,5.4,23,281,2023,3,21
9.4,3.76,12.7,16,1453,2023,7,28
14.96,6.7,14.5,7,1233,2023,8,2
0.0,1.2,7.3,2,518,2023,1,1
14.450000000000005,5.79,13.1,5,152,2023,8,21
1.3,3.7,28.0,6,883,2023,3,9
0.0,0.0,4.6,11,370,2023,1,1
13.726756302521007,6.1375126050420175,16.583335387649452,9,1224,2023,8,2
9.8,6.9,15.18,10,1477,2022,10,13
13.726756302521007,6.1375126050420175,16.583335387649452,0,378,2023,9,30
9.37,4.68,11.8,12,1365,2023,7,20
5.8,6.9,8.6,22,670,2023,2,11
9.290000000000004,4.950000000000001,8.5,6,454,2023,7,27
27.33,10.98,37.0,13,1787,2023,9,4
3.61,3.6,3.2,0,154,2023,7,5
7.92,5.22,8.9,10,746,2023,6,4
6.4,5.8,33.2,16,1620,2023,1,27
3.8,1.8,9.0,12,1249,2023,3,4
60.98,8.35,10.7,8,1791,2023,8,23
9.94,5.970000000000001,6.2,23,367,2023,6,26
6.0,1.7,13.330000000000002,10,871,2022,10,1
2.4,4.4,7.2,22,566,2023,2,13
0.0,0.0,13.0,18,830,2022,12,29
3.1,3.8,25.0,18,1177,2023,1,17
2.4,0.7,3.6,23,279,2023,9,11
15.75,5.91,14.7,7,940,2023,7,20
5.3,3.6,3.8,8,426,2023,9,16
12.3,7.3,23.5,8,1822,2023,2,13
7.6,3.7,13.7,8,344,2023,1,7
9.290000000000004,4.950000000000001,8.5,21,486,2023,8,20
2.84,2.05,1.2,2,316,2023,5,1
8.7,4.9,19.9,8,1415,2023,8,11
7.0,2.8,53.4,13,1552,2023,1,4
5.34,2.64,1.9,3,82,2023,7,14
9.37,4.68,11.8,19,986,2023,5,21
6.0,2.0,8.9,12,1231,2023,4,16
5.9,1.6,6.1,22,567,2023,2,28
4.69,3.2700000000000005,3.4,23,199,2023,9,4
8.79,1.99,4.9,12,1411,2023,7,24
24.5,7.3,6.1,20,829,2022,11,4
9.3,0.6,16.9,18,857,2023,9,17
2.42,2.54,3.5,20,780,2023,8,19
1.5,1.9,5.8,2,517,2023,2,19
127.2,18.9,45.54,12,1666,2022,11,18
18.34,6.76,27.3,7,1799,2023,5,15
10.84,4.35,7.1,12,1471,2023,7,12
0.1,2.9,5.3,21,723,2023,3,26
22.3,7.8,38.9,18,1303,2022,11,2
42.7,7.9,31.120000000000005,16,1639,2022,10,10
10.2,4.52,5.0,15,1605,2023,7,24
14.989999999999998,9.63,21.1,20,845,2023,8,27
2.6,6.4,8.959999999999999,20,847,2023,2,22
4.0,1.0,33.4,10,976,2023,4,5
10.38,4.029999999999999,6.6,5,162,2023,8,31
2.4,1.6,14.7,7,410,2022,12,3
10.4,10.4,38.6,19,1080,2023,1,24
5.2700000000000005,3.64,3.6,11,253,2023,8,9
9.21,3.91,15.8,12,1641,2023,5,19
13.1,9.6,42.9,17,1410,2022,10,28
0.2,1.3,50.2,7,1828,2023,2,8
10.52,6.01,9.5,15,1769,2023,7,25
7.1800000000000015,3.9099999999999993,14.0,18,949,2023,7,25
17.640000000000004,5.66,24.0,14,1989,2023,8,31
8.2,10.6,24.2,21,911,2023,3,7
10.889999999999995,4.75,9.7,6,180,2023,5,14
15.4,2.5,14.460000000000004,20,835,2022,10,10
34.65,8.850000000000001,22.3,23,368,2023,5,4
15.3,11.8,66.6,16,1909,2023,2,14
12.8,6.9,21.3,11,952,2023,1,7
3.7,3.1,1.3,0,137,2023,1,5
7.2,3.1,12.2,20,975,2023,9,12
6.719999999999999,4.26,7.6,10,641,2023,7,8
0.9,1.1,30.2,11,1647,2023,2,28
8.83,3.18,5.2,2,279,2023,7,1
23.5,10.9,28.9,9,1619,2023,6,15
14.450000000000005,5.79,13.1,20,1022,2023,5,15
6.8,5.7,31.1,16,1261,2022,12,23
26.680000000000007,18.23,38.0,15,2292,2023,5,3
18.9,6.0,10.4,14,2182,2023,4,14
15.4,9.1,13.1,9,654,2023,4,22
3.6,2.6,5.5,11,567,2022,12,26
3.2,2.9,23.1,7,1826,2023,1,30
21.6,20.0,27.1,22,686,2022,11,30
10.8,4.2,4.5,0,113,2023,9,7
141.1,13.1,32.4,9,1652,2023,6,9
4.8100000000000005,2.12,2.6,3,66,2023,7,27
24.6,5.6,31.0,13,1775,2023,6,5
22.5,6.0,29.8,13,1755,2022,10,31
21.4,21.2,56.8,14,1513,2023,2,4
6.5,4.7,30.6,10,1572,2022,12,16
2.7,5.0,17.2,5,88,2023,2,4
7.33,3.2399999999999998,4.4,2,261,2023,7,8
5.3,0.5,11.1,2,572,2022,10,23
33.8,8.9,18.5,20,605,2023,9,6
8.290000000000001,4.640000000000001,8.6,8,345,2023,5,14
5.5,3.7,12.0,1,66,2022,10,25
6.1,3.9,25.5,16,1891,2022,12,5
2.9,1.3,6.5,17,1583,2023,9,19
0.0,1.4,9.2,22,656,2023,6,29
19.1,2.4,18.9,13,1637,2023,9,20
5.73,2.5900000000000003,4.2,18,933,2023,7,12
12.16,4.41,15.9,14,2068,2023,5,25
1.66,1.72,1.0,3,53,2023,5,23
13.4,2.1,15.3,14,1882,2022,11,7
12.94,3.1100000000000003,7.0,21,757,2023,7,28
18.1,15.7,61.0,11,1698,2022,12,9
0.0,0.0,15.8,11,1551,2023,1,9
13.8,6.9,7.2,2,282,2023,9,9
1.1,1.4,7.1,19,757,2023,4,9
0.0,2.0,16.270000000000003,5,158,2023,2,23
2.41,1.16,2.8,23,313,2023,5,30
15.360000000000005,4.01,11.2,6,505,2023,7,24
5.34,2.64,1.9,1,87,2023,7,19
12.49,7.15,23.6,10,1610,2023,6,23
6.9300000000000015,5.16,7.2,19,929,2023,7,27
4.4,7.1,17.8,19,557,2023,4,8
3.8,4.5,6.3,0,389,2023,3,25
13.7,3.7,12.0,7,467,2022,10,22
4.2,3.2,42.8,17,1387,2023,2,17
13.160000000000002,3.1,8.1,12,1406,2023,8,5
5.5600000000000005,3.11,18.3,10,1649,2023,6,1
11.56,4.11,12.2,16,1310,2023,7,27
31.39,11.44,39.6,10,1721,2023,5,11
17.640000000000004,5.66,24.0,15,2048,2023,9,1
20.18,4.92,20.9,21,788,2023,8,8
15.4,9.0,16.6,21,825,2022,10,17
14.38,3.71,11.6,19,1195,2023,5,15
3.8,1.6,2.3,4,96,2023,9,16
31.6,11.7,21.7,17,1491,2023,9,7
68.3,8.1,36.3,8,1681,2023,9,18
10.0,2.2,18.3,7,1883,2022,11,24
6.3,4.9,5.5,17,1249,2023,1,5
12.6,4.0,12.5,16,2060,2023,3,2
6.9,4.9,26.0,13,1830,2022,12,14
5.8100000000000005,4.5200000000000005,6.0,22,539,2023,7,27
2.0,2.0,24.2,11,1716,2023,2,9
8.7,4.9,19.9,6,835,2023,8,29
5.470000000000001,4.76,4.5,1,331,2023,8,12
10.6,6.2,25.37,8,1350,2022,10,13
3.9,3.0,39.9,13,1731,2023,1,26
60.98,8.35,10.7,22,602,2023,5,20
5.0600000000000005,2.29,3.1,21,824,2023,8,9
0.0,0.0,15.1,11,1606,2023,2,8
0.0,0.0,5.7,5,199,2023,1,5
26.2,3.0,11.4,13,1754,2023,9,18
21.83,11.47,38.7,7,1856,2023,4,26
73.1,7.1,38.4,16,1823,2022,11,16
11.35,5.42,18.8,20,783,2023,8,5
3.4,6.7,5.8,20,921,2023,6,27
0.1,1.4,2.6,7,424,2023,3,18
4.7,3.2,46.8,7,1788,2023,3,15
11.2,7.5,73.3,8,1788,2023,1,17
0.0,1.9,23.7,15,2288,2023,3,22
18.56,6.43,16.9,10,826,2023,5,14
1.9,1.6,3.7,21,933,2023,2,8
86.0,13.0,26.9,10,1720,2023,6,9
6.8,9.0,1.3,1,98,2023,6,30
6.6,7.5,20.5,16,825,2023,1,1
70.1,17.6,34.0,8,1871,2023,6,19
10.2,4.52,5.0,16,1449,2023,8,1
2.3,3.2,6.4,1,359,2023,3,25
10.1,11.0,23.9,22,462,2023,1,2
14.589999999999998,5.61,9.3,17,1384,2023,8,1
12.1,10.4,36.2,14,1871,2023,1,24
37.0,3.7,25.9,14,1986,2023,6,6
6.4,4.4,7.3,1,91,2022,12,19
8.290000000000001,4.640000000000001,8.6,21,847,2023,6,2
14.25,7.100000000000001,19.3,15,2163,2023,7,3
11.24,4.65,18.2,22,729,2023,8,25
2.0900000000000003,2.63,3.7,21,1117,2023,4,30
4.2,3.0200000000000005,2.9,4,72,2023,9,4
3.5,1.6,20.1,6,841,2022,12,1
73.7,36.8,52.2,18,1130,2022,11,21
17.9,2.2,2.3,13,683,2023,4,6
8.7,7.2,11.5,18,1140,2023,3,10
2.9200000000000004,1.5499999999999998,2.2,10,541,2023,5,29
27.0,9.8,16.7,0,109,2022,10,31
7.7,4.6,2.9,21,657,2023,4,10
5.159999999999999,3.71,10.6,14,1937,2023,8,10
20.0,4.9,53.6,8,1692,2022,12,20
102.6,10.0,38.71,13,1740,2022,10,4
16.25,8.379999999999999,30.3,12,1601,2023,8,7
10.06,6.94,14.6,17,1195,2023,7,29
16.9,19.0,37.3,23,294,2023,3,8
2.8,2.2,7.9,5,162,2022,12,27
2.5,4.2,3.3,1,77,2023,1,30
10.9,4.8,20.8,10,952,2023,4,22
13.726756302521007,6.1375126050420175,16.583335387649452,0,135,2023,2,20
5.73,2.5900000000000003,4.2,5,135,2023,7,21
49.3,5.7,26.84,13,1643,2023,9,28
19.8,12.6,33.46,10,1399,2022,10,14
10.9,7.0,18.5,19,961,2023,1,20
11.79,4.05,12.4,9,568,2023,5,14
84.1,11.4,31.1,14,1889,2022,11,14
3.3200000000000003,2.41,2.7,0,112,2023,8,29
0.9,4.8,11.5,18,1043,2023,1,29
15.3,7.9,14.5,12,1304,2023,4,22
11.4,9.2,23.6,22,684,2023,4,15
24.6,19.7,83.7,12,1746,2022,12,19
15.85,5.49,13.7,11,1284,2023,5,6
10.889999999999995,4.75,9.7,13,1477,2023,7,20
6.469999999999999,4.59,8.2,2,85,2023,7,13
11.5,4.17,12.5,15,1548,2023,5,13
5.06,3.01,8.4,5,141,2023,8,28
11.8,5.6,16.59,1,136,2022,9,30
1.8,2.6,8.9,3,228,2023,2,11
2.9,0.5,3.0,4,88,2022,11,11
7.33,3.2399999999999998,4.4,1,394,2023,7,23
5.2,3.4,15.0,20,873,2022,10,25
29.7,10.8,44.6,18,825,2023,4,3
10.13,4.23,5.1,0,138,2023,8,31
24.8,13.4,14.1,22,645,2023,6,13
18.4,9.2,14.28,19,994,2022,10,2
1.5,1.6,1.6,1,83,2023,2,9
10.03,5.59,19.1,12,1450,2023,7,19
4.1,3.9,18.6,5,185,2022,12,14
10.07,4.869999999999999,12.6,10,1176,2023,7,28
3.3,2.7,16.6,23,287,2022,12,6
8.79,1.99,4.9,3,79,2023,5,12
3.9,2.9,1.9,1,72,2023,9,12
2.31,2.44,1.5,2,155,2023,4,10
7.7,6.8,59.3,9,1151,2023,1,2
12.26,6.519999999999999,10.5,21,868,2023,9,1
13.87,5.29,16.3,19,986,2023,7,1
