Elgeseter PM10µg/m³,Elgeseter PM2.5µg/m³,Elgeseter NO2µg/m³,Hour,Trafikkmengde,Year,Month,Day
10.6,11.8,8.3,4,87,2023,6,21
22.5,19.3,19.8,13,1282,2022,12,4
5.3,5.9,2.6,4,105,2023,3,17
36.2,24.8,21.5,21,796,2022,10,31
9.9,5.2,17.7,22,607,2022,11,8
3.5,6.0,14.3,23,290,2023,3,7
8.2,4.2,15.829999999999998,23,270,2022,10,2
5.1,4.4,16.2,13,1652,2023,1,9
5.7,2.4,27.6,12,1548,2023,3,13
0.1,5.0,5.7,5,178,2023,6,16
2.8,2.2,10.65,1,85,2022,10,7
77.8,7.5,25.1,6,841,2023,6,9
9.25,5.779999999999999,23.5,7,1783,2023,4,28
18.6,13.7,3.6,4,138,2023,9,10
7.5,4.2,7.6,21,974,2022,11,24
43.3,42.5,40.1,22,711,2022,12,17
1.7,4.7,2.0,2,70,2023,6,13
10.07,4.869999999999999,12.6,16,1762,2023,5,30
5.6,3.7,12.22,1,61,2022,10,4
4.6,4.1,1.8,6,192,2022,12,24
11.74,5.26,19.0,10,1686,2023,6,2
27.2,4.1,32.4,6,884,2022,11,18
5.8100000000000005,4.5200000000000005,6.0,16,1124,2023,7,16
34.9,8.9,27.5,9,1492,2023,6,26
8.17,4.51,8.3,7,418,2023,7,1
2.74,2.46,4.6,0,230,2023,4,27
19.9,7.8,16.6,14,1408,2023,9,9
24.9,12.57,31.3,7,994,2023,7,17
14.589999999999998,5.61,9.3,5,179,2023,6,23
14.679999999999998,3.72,7.4,18,972,2023,7,27
15.2,10.4,21.8,22,573,2022,12,4
90.5,13.2,34.5,12,1553,2022,11,14
2.0,2.5,11.7,13,1744,2023,2,3
0.8,2.8,8.5,10,819,2023,6,24
3.4,2.1,13.010000000000002,4,83,2022,10,13
18.4,15.5,56.4,12,1748,2022,12,9
38.8,4.7,19.91,12,1695,2022,10,5
39.7,37.2,45.6,17,1647,2022,12,12
0.0,1.6,7.1,1,75,2023,1,19
7.6,5.5,17.7,5,189,2022,12,1
4.2,5.2,9.3,18,1166,2023,3,14
8.9,12.2,9.1,2,97,2023,3,24
9.7,5.7,74.6,10,1488,2022,12,8
17.5,7.4,21.520000000000003,11,1470,2022,10,12
1.9,3.8,7.5,0,252,2022,12,30
5.6,3.7,0.3,2,59,2023,3,2
4.7,4.0,19.5,11,1088,2023,2,11
17.1,6.7,10.1,8,1843,2023,4,14
11.51,5.39,12.9,5,180,2023,4,25
10.3,5.3,7.2,2,603,2022,11,13
7.9,6.9,7.6,12,1090,2022,12,24
9.5,4.6,11.29,12,1552,2023,2,24
3.3,0.0,2.1,4,91,2022,11,5
12.0,5.9,5.9,7,401,2023,2,18
6.720000000000001,5.23,10.2,13,1948,2023,5,24
0.0,0.0,3.4,22,637,2022,12,31
17.82,9.79,23.8,7,1636,2023,8,7
2.6,2.1,8.4,7,413,2022,10,29
70.3,8.1,23.2,23,331,2022,11,15
9.71,3.72,5.4,1,85,2023,5,22
17.4,8.8,53.5,15,2160,2023,3,15
8.9,2.9,9.3,23,589,2023,9,15
6.6,2.0,4.1,23,334,2023,6,7
9.1,4.6,4.8,23,259,2023,9,5
0.4,3.1,15.4,6,928,2023,2,14
1.4,5.4,3.0,22,477,2023,4,5
7.92,5.22,8.9,14,1235,2023,7,22
57.3,5.2,26.3,11,1551,2023,3,28
11.7,4.7,14.6,15,1138,2023,9,24
8.9,0.6,18.7,11,1701,2023,9,13
21.7,6.34,24.3,7,1630,2023,8,17
5.88,3.87,4.7,4,78,2023,6,28
11.9,8.3,15.4,17,1094,2023,4,16
4.7,5.2,14.2,9,511,2023,1,21
1.1,1.6,17.3,13,906,2023,3,5
2.7,0.7,11.0,13,1750,2022,12,7
10.9,6.1,11.2,3,63,2022,11,8
17.4,16.8,34.93,18,1167,2023,2,22
2.8,3.0,1.8,4,91,2023,3,13
12.21,4.15,14.9,19,962,2023,8,5
0.1,2.2,2.1,2,48,2023,1,10
33.0,4.8,30.3,9,1637,2023,4,18
26.9,16.5,15.8,21,798,2022,11,13
8.2,2.1,9.9,6,897,2022,11,16
5.2,3.0,16.240000000000002,22,1070,2022,10,1
18.7,10.7,11.1,20,836,2023,6,17
13.1,6.7,6.6,1,281,2023,9,9
3.2,4.5,5.0,3,91,2023,4,21
5.0,6.1,6.9,20,798,2023,1,28
0.0,0.0,1.2,3,57,2022,11,2
7.5,7.7,15.9,7,1717,2023,6,27
13.6,3.9,21.1,13,1396,2022,10,29
3.6,4.1,31.5,14,1869,2023,2,1
6.3,4.95,11.4,14,1911,2023,8,17
1.0,2.8,5.6,22,619,2023,1,14
12.94,3.1100000000000003,7.0,12,1162,2023,6,24
10.3,2.9,14.5,23,252,2022,11,7
30.3,6.3,26.160000000000004,15,2089,2022,10,14
33.5,12.0,34.8,17,1374,2022,11,8
25.3,6.2,23.3,11,1623,2023,9,15
34.94,8.24,28.9,14,1978,2023,5,24
2.19,2.23,0.4,1,73,2023,8,9
9.7,7.9,5.4,1,54,2023,4,18
9.6,6.9,14.2,6,893,2022,11,11
12.45,5.8100000000000005,21.7,17,1513,2023,5,3
0.0,0.2,23.7,14,1880,2023,2,7
12.59,3.640000000000001,18.1,17,1200,2023,7,5
11.21,3.86,6.8,2,425,2023,7,30
47.1,12.7,24.2,23,253,2022,10,30
13.2,8.0,35.5,14,2078,2022,10,28
15.1,5.29,9.0,19,1161,2023,4,28
8.7,4.8,24.6,5,180,2022,10,28
12.26,6.519999999999999,10.5,5,154,2023,8,30
4.1000000000000005,1.5599999999999998,2.4,3,261,2023,7,23
5.5600000000000005,3.11,18.3,16,1924,2023,5,31
20.0,19.3,29.3,14,1625,2022,12,10
7.479999999999999,3.37,4.0,18,998,2023,8,19
7.130000000000001,2.94,5.7,3,78,2023,5,10
2.3,1.4,9.9,5,155,2022,10,14
13.87,5.29,16.3,14,1644,2023,7,19
14.2,7.3,21.1,10,1630,2023,6,26
5.4,4.0,9.2,0,484,2023,9,24
10.84,4.35,7.1,4,77,2023,5,10
13.88,7.08,17.0,18,1257,2023,5,31
2.6,1.2,4.9,9,506,2023,2,18
1.3,3.3,24.2,18,966,2023,3,5
5.06,3.01,8.4,21,777,2023,5,1
14.6,0.0,14.4,8,1869,2022,11,29
3.0699999999999994,2.6,2.0,2,58,2023,8,8
7.789999999999999,4.659999999999999,11.0,18,1192,2023,5,22
34.4,11.0,14.8,15,2311,2023,6,12
12.94,3.1100000000000003,7.0,7,973,2023,7,18
5.73,2.5900000000000003,4.2,4,83,2023,7,24
2.2,0.9,1.3,2,61,2022,10,19
13.05,5.98,16.1,0,629,2023,8,13
26.910000000000004,7.779999999999999,18.0,11,1794,2023,4,28
8.3,2.1,15.3,11,1547,2022,11,7
6.780000000000001,4.130000000000001,11.7,16,1629,2023,8,4
1.8,0.0,3.6,1,70,2023,9,14
13.88,7.08,17.0,13,1677,2023,8,30
3.1,4.3,1.5,5,89,2023,2,18
17.2,19.0,36.1,20,923,2023,3,8
44.0,3.9,9.1,14,1989,2023,4,12
0.5,1.6,1.1,5,166,2023,2,9
22.32,12.239999999999998,31.8,7,1792,2023,8,24
70.3,7.9,23.4,15,2339,2023,4,18
115.5,40.2,57.3,18,1224,2022,11,18
23.2,13.1,22.9,17,1122,2022,11,13
2.2,1.6,5.0,10,892,2022,12,27
0.8,1.6,7.0,4,67,2023,4,1
21.5,10.0,17.1,19,1166,2023,9,8
12.69,4.540000000000001,13.0,22,586,2023,5,29
3.6,2.3,11.18,23,641,2022,10,1
7.130000000000001,2.94,5.7,16,980,2023,7,23
4.7,6.7,17.8,2,97,2023,3,9
39.1,33.4,43.0,16,1678,2022,12,3
12.26,6.519999999999999,10.5,17,1093,2023,7,17
6.8,2.3,7.1,3,69,2023,6,7
8.38,2.4,6.4,15,1655,2023,7,27
0.0,0.2,10.33,6,832,2023,2,21
44.2,43.1,62.1,19,965,2023,2,4
0.2,1.4,1.1,4,70,2023,2,9
1.6,1.6599999999999997,1.6,8,256,2023,8,27
1.2,3.9,10.010000000000002,10,1493,2023,2,2
3.4,2.7,14.2,23,606,2022,11,11
6.13,4.380000000000001,6.3,5,141,2023,8,11
28.44,7.85,17.1,11,1546,2023,8,4
6.6,1.9,13.9,19,946,2022,10,22
29.1,9.0,15.3,17,1227,2023,4,21
13.9,12.3,15.4,11,940,2022,12,4
8.1,0.3,4.4,5,88,2022,11,5
1.61,1.85,0.2,3,65,2023,5,31
10.2,6.7,20.6,18,1332,2022,10,13
10.93,3.3,6.7,18,1110,2023,8,17
31.7,6.6,21.7,9,1396,2023,9,8
7.979999999999999,3.5200000000000005,3.3,3,334,2023,6,25
12.69,4.540000000000001,13.0,22,532,2023,8,8
4.1,4.8,28.9,20,784,2023,1,9
13.8,15.3,62.4,18,1128,2023,3,7
7.6,7.2,15.1,8,456,2022,12,10
3.5,1.1,8.4,18,1205,2023,2,9
52.14,18.07,41.5,8,1841,2023,4,27
9.94,4.73,7.3,1,267,2023,7,1
8.2,6.3,49.2,16,1798,2023,1,16
56.6,14.2,25.6,10,1666,2023,6,13
25.4,3.2,25.4,6,878,2023,4,18
12.21,4.15,14.9,9,574,2023,5,27
14.62,5.75,20.6,13,1728,2023,5,4
14.679999999999998,3.72,7.4,21,731,2023,5,19
5.73,2.5900000000000003,4.2,20,983,2023,5,30
5.3,4.6,8.9,0,554,2022,11,6
26.2,19.0,31.8,11,878,2023,1,22
2.74,2.46,4.6,2,51,2023,8,30
6.7,3.24,9.2,20,799,2023,7,20
15.7,17.5,40.8,12,1276,2023,2,4
41.2,3.6,24.5,13,1738,2022,10,20
17.0,6.3,41.1,13,1745,2023,9,19
7.980000000000001,5.279999999999999,13.6,6,831,2023,8,15
3.2,5.6,14.5,12,1710,2023,3,22
5.62,4.97,8.8,9,839,2023,5,13
10.7,1.4,7.4,8,1686,2023,1,6
6.4,6.8,14.5,6,179,2023,6,18
5.0600000000000005,2.29,3.1,2,517,2023,8,20
10.38,4.029999999999999,6.6,20,849,2023,7,6
2.4,4.1,31.4,19,958,2023,3,5
32.1,29.5,32.9,22,828,2022,12,2
11.9,6.4,20.450000000000003,7,1820,2022,10,7
21.8,13.7,22.2,20,978,2022,11,9
9.259999999999998,5.23,12.3,15,2385,2023,5,24
3.25,2.16,1.3,2,532,2023,4,23
1.1,0.0,7.5,21,733,2023,3,3
6.3,0.8,12.0,11,1058,2023,9,16
10.3,6.9,14.8,5,160,2022,11,21
3.4,3.1,12.6,2,341,2023,3,25
10.6,8.9,30.9,17,1289,2022,12,22
13.160000000000002,3.1,8.1,5,174,2023,5,22
8.440000000000001,5.55,7.7,21,780,2023,7,3
1.5,5.8,22.9,23,247,2023,2,7
16.9,12.8,31.1,19,909,2022,10,31
9.08,5.4,16.5,22,606,2023,4,25
4.8,3.7,15.6,15,2206,2022,12,5
0.0,2.9,17.2,3,66,2023,2,16
10.1,6.0,15.169999999999998,2,82,2022,9,30
8.9,4.9,9.2,0,400,2023,4,22
22.4,1.5,17.7,17,1447,2022,11,1
11.13,4.39,13.4,0,328,2023,5,20
5.8,3.7,15.2,2,93,2022,10,28
38.9,9.4,27.5,12,1922,2023,6,12
3.0699999999999994,2.6,2.0,7,368,2023,7,15
26.910000000000004,7.779999999999999,18.0,17,1428,2023,6,5
0.8,1.4,2.8,4,82,2023,6,8
6.7,6.9,29.4,18,1224,2023,1,24
1.9,1.9,3.2,1,332,2023,3,4
21.3,3.4,12.4,14,1936,2023,3,29
20.35,5.44,23.1,13,1918,2023,8,24
20.2,8.7,27.7,19,1123,2022,10,17
11.74,5.26,19.0,8,1918,2023,6,2
12.3,3.1,19.9,4,69,2023,3,28
8.57,2.99,5.9,3,77,2023,4,27
15.2,5.0,7.1,16,1887,2023,3,29
5.0,3.5,12.0,4,75,2022,10,27
9.290000000000004,4.950000000000001,8.5,12,1474,2023,7,21
14.3,9.7,26.5,22,669,2022,10,27
2.9,6.6,13.3,23,249,2023,2,6
17.050000000000004,5.01,23.0,15,1239,2023,5,7
7.479999999999999,3.37,4.0,17,1128,2023,7,12
2.9,2.0,3.8,2,589,2023,9,17
49.2,7.5,22.2,13,1710,2023,4,19
14.6,12.7,25.9,22,674,2022,10,28
3.9,3.3,24.9,10,1571,2023,2,8
17.9,5.1,26.5,14,2010,2022,11,11
0.0,0.1,19.2,10,1623,2023,6,30
14.679999999999998,3.72,7.4,1,99,2023,5,11
7.500000000000002,2.88,7.9,4,73,2023,5,2
8.5,7.0,26.4,22,466,2023,4,3
6.0,1.6,13.37,20,995,2022,10,6
2.8300000000000005,2.73,3.8,4,88,2023,5,6
4.2,1.9,3.3,9,601,2022,11,26
25.8,3.9,21.98,19,1007,2022,10,10
13.7,14.0,21.6,2,45,2023,1,4
9.37,4.68,11.8,19,918,2023,7,3
2.6,1.1,10.5,16,1697,2023,3,3
27.8,11.1,20.4,6,795,2023,6,29
12.2,12.6,35.2,19,1051,2023,2,1
16.68,8.85,32.1,12,1577,2023,9,4
6.0,2.6,14.98,19,1165,2022,10,6
31.51,7.55,24.4,12,1681,2023,9,5
0.0,0.9,6.4,2,561,2023,1,29
4.7,1.8,17.62,0,132,2022,10,11
2.0,1.8,14.3,16,1026,2023,3,12
0.0,1.2,3.5,3,78,2023,2,17
12.3,2.3,15.14,1,487,2022,10,16
0.0,2.1,8.6,4,84,2023,3,6
6.8,4.8,21.32,15,1329,2022,10,9
3.4,2.2,17.1,7,1676,2023,1,5
2.0900000000000003,2.63,3.7,3,54,2023,7,12
3.9,3.2,2.2,5,108,2022,10,29
9.290000000000004,4.950000000000001,8.5,23,791,2023,7,29
2.1,2.6,9.9,0,200,2023,3,31
113.8,14.8,38.3,21,887,2022,11,15
7.6,1.3,10.8,16,1338,2023,9,17
0.6,1.6,17.6,0,152,2023,3,14
9.0,3.9,19.250000000000004,20,898,2023,9,29
21.18,6.840000000000001,20.4,15,1406,2023,5,6
6.1,5.3,6.0,6,176,2023,1,7
25.7,5.1,21.96,18,1168,2023,9,29
19.1,18.0,46.0,13,1578,2022,12,17
20.96,6.49,14.1,16,1338,2023,7,7
0.1,0.0,11.5,5,166,2022,11,29
17.3,16.6,53.9,16,1590,2023,1,2
26.910000000000004,7.779999999999999,18.0,17,1468,2023,6,2
3.7,6.5,8.8,1,83,2023,2,15
1.6,3.9,5.3,20,753,2023,4,9
13.3,4.7,15.2,22,483,2023,9,10
8.0,4.2,10.7,6,372,2022,12,28
6.8,7.4,26.9,23,289,2023,1,24
104.9,9.7,31.4,13,1594,2022,11,14
12.2,8.8,10.9,0,662,2023,6,11
25.5,13.3,9.0,19,856,2023,6,17
6.9,5.9,1.1,5,145,2023,9,20
3.7,2.6,2.5,3,53,2022,11,9
9.25,5.779999999999999,23.5,20,809,2023,8,18
13.5,2.5,16.38,11,1666,2022,10,7
4.2,2.0,1.1,1,75,2023,8,28
6.3,6.6,16.8,23,385,2023,6,25
24.4,8.05,21.3,14,1826,2023,5,19
5.73,2.5900000000000003,4.2,3,74,2023,7,17
17.2,5.0,29.4,9,973,2023,4,4
11.9,5.8,18.03,9,1719,2022,10,4
22.2,21.0,55.0,22,579,2023,1,10
31.7,7.9,40.0,14,1829,2022,11,10
41.3,9.5,24.0,13,1865,2023,6,12
9.0,9.8,27.3,0,270,2023,4,9
12.16,4.41,15.9,13,1365,2023,5,14
4.69,3.2700000000000005,3.4,3,57,2023,8,1
38.9,38.0,36.2,12,643,2022,12,25
6.319999999999999,3.3300000000000005,4.8,6,165,2023,5,21
0.0,0.0,16.3,7,305,2023,1,22
7.769999999999999,2.08,14.4,16,1417,2023,8,5
14.0,6.9,6.2,19,915,2022,10,29
18.7,6.340000000000001,19.6,19,880,2023,5,18
11.0,7.8,24.8,17,1516,2022,12,5
69.8,7.6,9.2,4,72,2022,11,17
3.0699999999999994,2.6,2.0,23,351,2023,6,1
2.7,1.9,47.7,8,1716,2023,1,19
33.4,8.3,27.3,12,1839,2023,3,31
35.2,8.2,18.0,19,908,2022,11,12
3.6,1.8,7.9,8,257,2023,9,10
12.6,10.9,35.9,9,1619,2022,12,12
8.6,1.0,17.8,23,265,2022,11,22
3.76,3.0,5.8,12,1036,2023,7,8
16.8,12.2,49.6,17,1423,2023,1,23
30.89,10.51,30.5,7,1938,2023,6,1
3.88,3.53,5.5,17,1343,2023,5,9
17.5,9.4,26.309999999999995,20,961,2022,10,2
8.5,10.4,8.5,0,216,2023,6,21
4.7,3.0,3.5,1,102,2022,12,24
0.0,1.5,12.9,6,842,2023,1,27
7.769999999999999,2.08,14.4,11,1621,2023,5,23
1.8,1.3,4.4,22,490,2023,1,4
7.3,5.0,7.4,3,127,2022,12,8
14.9,6.5,18.5,15,1379,2023,6,4
0.0,3.0,4.4,23,272,2023,1,29
22.3,19.6,31.8,11,1255,2022,12,3
0.0,1.7,21.4,12,1768,2023,2,16
3.6,0.0,10.8,5,135,2023,9,14
12.6,5.5,34.1,14,1952,2022,11,9
6.3,4.95,11.4,13,1587,2023,8,1
8.2,9.3,52.4,18,1060,2023,2,12
3.6,2.3,11.18,4,66,2022,10,3
25.1,4.1,13.8,16,1878,2023,6,7
1.1,3.4,11.8,4,79,2023,3,9
19.0,17.1,22.5,23,770,2022,12,3
2.74,2.46,4.6,20,1069,2023,5,25
21.3,5.9,10.2,0,603,2023,3,26
17.9,16.9,28.7,2,503,2022,12,18
13.06,5.6,17.7,21,903,2023,8,18
7.8,6.0,26.4,16,1822,2023,1,19
3.4,4.7,11.6,1,74,2023,2,2
27.31,7.210000000000001,20.2,7,1978,2023,4,24
13.87,5.29,16.3,13,1671,2023,8,8
9.1,7.1,11.0,17,1354,2023,6,20
13.3,12.1,34.6,3,92,2022,12,20
8.48,4.84,11.9,23,336,2023,5,10
20.0,19.3,19.3,23,700,2022,12,10
46.7,16.4,20.4,19,1037,2022,11,14
7.18,2.99,3.9,17,1049,2023,7,23
6.1,4.7,12.1,16,879,2022,12,24
2.41,1.16,2.8,2,157,2023,8,18
20.67,6.9300000000000015,15.7,18,815,2023,7,8
7.6,2.9,5.7,14,1738,2022,12,18
11.3,1.7,15.23,16,1702,2022,9,30
34.7,5.8,5.7,10,941,2023,4,14
9.3,4.7,2.7,1,82,2023,1,26
38.3,2.5,5.4,13,1712,2022,11,23
54.1,8.1,25.0,17,1503,2023,4,17
3.3,2.6,3.5,4,182,2022,12,27
7.0,4.0,6.3,11,904,2022,12,18
13.0,13.2,30.3,15,2204,2023,2,15
5.8,1.1,7.2,1,60,2023,9,26
4.4,2.1,15.4,5,186,2022,11,4
8.7,8.7,28.8,20,929,2023,1,23
9.23,3.61,9.9,23,538,2023,7,22
13.6,5.7,18.5,12,1714,2022,10,12
10.0,9.1,26.2,19,1100,2023,1,13
30.3,13.2,49.5,14,1504,2023,1,21
7.5,5.1,20.1,13,1166,2022,11,6
4.8100000000000005,2.12,2.6,3,287,2023,8,27
3.0,2.14,2.1,2,45,2023,4,25
31.1,11.5,26.4,12,1334,2023,6,10
36.9,35.8,50.1,18,899,2023,1,3
0.2,0.0,11.9,19,985,2023,9,13
15.9,9.9,43.9,21,721,2022,12,26
6.7,3.24,9.2,17,1021,2023,7,22
7.33,3.2399999999999998,4.4,14,1488,2023,4,22
10.3,5.48,8.7,16,1144,2023,7,10
5.18,2.91,2.3,3,99,2023,6,16
9.290000000000004,4.950000000000001,8.5,20,891,2023,5,28
41.6,12.8,28.660000000000004,19,968,2022,10,14
3.9,5.0,5.0,2,69,2023,1,16
24.2,15.6,14.4,22,584,2022,11,13
19.43,5.640000000000001,11.5,2,66,2023,4,24
5.0,3.8,16.73,12,1059,2022,10,9
14.6,5.1,4.3,19,912,2022,11,4
6.9300000000000015,5.16,7.2,1,122,2023,7,11
3.3,5.5,4.4,2,366,2023,4,22
13.726756302521007,6.1375126050420175,16.583335387649452,8,1814,2023,4,11
0.0,3.9,9.46,21,872,2023,2,22
48.0,7.0,38.2,8,1774,2023,9,27
15.0,8.9,18.1,19,1071,2023,3,1
24.270000000000003,6.73,22.6,8,1908,2023,5,2
57.5,9.0,15.7,11,1611,2023,3,29
3.1,1.6,1.8,0,139,2023,9,12
8.8,7.4,8.8,6,838,2023,2,10
3.1,0.0,1.0,2,90,2022,11,25
8.7,4.4,16.79,9,1413,2022,10,12
13.12,5.590000000000001,21.4,6,804,2023,8,30
8.17,4.51,8.3,9,536,2023,7,1
21.8,10.2,75.7,9,1409,2023,1,23
4.709999999999999,2.95,5.3,22,544,2023,8,28
535.7,45.6,10.7,9,1052,2023,4,3
0.0,0.0,2.8,21,855,2023,1,11
2.74,2.46,4.6,15,1200,2023,7,2
9.37,4.68,11.8,12,867,2023,7,16
5.0,3.6,32.6,11,1485,2023,1,31
0.0,0.4,1.5,1,341,2023,3,18
6.7,6.5,27.7,23,580,2023,1,27
14.38,3.71,11.6,8,1840,2023,4,24
10.7,6.7,23.5,14,2005,2023,6,22
11.6,7.7,65.0,14,1982,2022,12,19
6.82,3.77,12.8,2,383,2023,4,29
26.910000000000004,7.779999999999999,18.0,10,1693,2023,5,23
6.720000000000001,5.23,10.2,7,936,2023,7,21
3.9,6.7,10.2,4,74,2023,2,15
7.6,4.1,5.4,1,408,2023,9,16
3.0699999999999994,2.6,2.0,0,315,2023,7,22
9.86,3.51,4.1,3,71,2023,6,26
0.6,2.6,4.9,5,149,2023,1,25
28.5,11.4,26.5,6,916,2023,6,13
4.3,5.4,2.9,7,259,2023,3,12
4.8,6.0,40.8,14,2105,2023,6,30
12.9,8.3,29.0,11,1667,2022,11,9
15.85,5.49,13.7,17,1249,2023,8,18
13.726756302521007,6.1375126050420175,16.583335387649452,11,1601,2022,10,17
8.3,8.2,20.0,20,780,2023,2,11
2.6,1.1,10.85,3,60,2022,10,17
0.0,1.1,4.880000000000001,5,143,2023,2,21
4.8,5.7,28.4,12,1679,2023,3,9
0.4,1.6,6.1,1,88,2023,1,2
8.2,6.8,26.6,9,1494,2023,9,22
12.45,5.8100000000000005,21.7,13,1694,2023,4,26
19.4,2.5,5.7,22,547,2022,11,1
12.2,3.9,5.7,20,888,2022,11,23
0.5,2.0,0.0,0,117,2023,1,12
3.25,2.16,1.3,5,56,2023,5,29
8.7,6.0,9.8,14,1880,2022,12,7
8.8,4.1,33.2,9,1567,2022,10,27
38.7,19.8,26.8,20,932,2022,10,21
4.6,1.6,23.4,11,1646,2023,3,13
7.5,7.9,43.4,12,1388,2022,12,30
4.090000000000001,2.46,4.3,0,143,2023,8,21
10.260000000000002,4.45,7.5,23,372,2023,4,27
0.0,3.5,4.1,2,60,2023,4,4
3.88,3.53,5.5,16,1255,2023,5,27
0.3,1.8,13.060000000000002,2,124,2023,2,24
3.2,4.4,11.2,19,923,2023,1,28
6.13,4.380000000000001,6.3,20,895,2023,5,1
17.8,16.8,20.0,22,800,2022,12,9
1.1,0.3,3.1,15,993,2023,4,9
5.3,2.2,12.2,0,372,2023,4,2
3.5,6.9,18.7,19,702,2023,4,4
0.0,0.3,8.8,13,1334,2022,12,29
0.0,1.4,25.2,7,1773,2023,1,27
44.8,1.2,6.1,14,1880,2022,11,23
9.08,5.4,16.5,10,1635,2023,4,28
3.3,2.2,6.0,0,461,2022,10,29
13.4,4.2,19.7,11,1703,2023,6,5
8.5,5.2,57.6,8,1753,2023,1,18
52.4,3.8,6.0,11,1699,2023,4,12
6.5,3.9,26.0,9,728,2022,12,28
6.2,7.6,27.0,10,794,2023,3,19
4.2,6.4,23.5,13,1744,2023,3,23
4.7,0.4,9.57,16,1320,2022,10,1
0.4,0.0,28.3,7,1682,2022,12,15
17.2,5.5,45.8,15,1739,2023,4,3
17.5,20.3,36.0,22,579,2023,3,8
2.9200000000000004,1.5499999999999998,2.2,19,1084,2023,7,16
1.0,2.4,13.6,5,178,2023,2,1
0.3,2.0,10.1,14,956,2023,4,7
8.2,1.9,24.0,18,1140,2023,9,11
74.8,11.7,33.2,18,1240,2023,4,18
36.8,12.0,24.4,9,1725,2023,6,13
34.0,32.6,62.7,18,840,2022,12,28
17.7,7.5,16.9,22,657,2023,3,27
14.9,6.5,18.5,15,2266,2023,8,8
2.4,2.5,9.7,16,1322,2023,3,11
3.0,2.14,2.1,3,51,2023,7,25
33.1,29.7,46.9,16,1853,2022,12,12
11.21,3.86,6.8,13,868,2023,7,23
5.7,4.8,34.4,19,895,2023,1,9
9.9,4.4,35.3,9,1503,2022,10,28
11.79,4.05,12.4,12,1739,2023,5,4
0.5,1.9,2.5,5,98,2023,4,15
2.1,3.8,2.6,4,89,2023,1,28
2.7,1.4,7.6,6,179,2022,10,29
15.8,15.3,25.6,0,227,2022,12,15
4.9,3.4,30.7,12,1656,2023,1,16
2.19,2.23,0.4,0,178,2023,8,9
2.1,0.5,24.7,4,169,2022,11,27
10.2,4.52,5.0,5,132,2023,8,1
7.4,5.0,22.6,18,1118,2023,9,22
3.6,5.4,9.2,20,827,2023,4,15
27.6,10.3,19.7,10,961,2023,6,10
1.35,1.49,1.4,2,52,2023,8,29
2.0,0.2,1.1,3,60,2023,9,13
7.6,6.4,12.0,5,186,2022,11,15
24.2,10.5,42.3,16,1123,2023,6,18
9.9,4.74,15.1,16,1547,2023,9,1
3.3,4.6,31.5,13,1719,2023,2,7
5.470000000000001,4.76,4.5,0,195,2023,8,14
0.0,1.5,3.0,23,232,2023,2,26
11.2,8.6,11.3,20,800,2023,6,24
8.0,1.8,15.1,5,134,2023,9,18
17.7,5.4,17.2,1,359,2022,10,22
0.0,0.8,1.7,0,264,2022,12,31
4.3,4.5,3.5,23,270,2023,1,30
7.8,8.5,13.5,21,883,2023,3,21
9.0,4.3,33.5,8,1736,2023,1,20
29.48,7.1,29.2,12,1948,2023,5,16
9.9,10.2,27.8,1,471,2023,3,19
1.5,3.3,5.1,21,586,2023,4,5
8.9,7.1,16.7,17,1411,2023,2,13
14.2,8.0,14.5,0,119,2022,11,8
9.23,3.61,9.9,0,157,2023,5,8
9.259999999999998,5.23,12.3,9,1381,2023,7,3
13.3,8.5,24.9,9,1568,2022,10,31
10.3,5.48,8.7,11,1366,2023,7,13
1.6,0.0,7.1,2,477,2023,9,24
118.4,10.8,55.7,7,1924,2023,3,30
11.1,1.8,11.0,15,1586,2022,10,29
2.84,2.05,1.2,3,146,2023,7,29
9.94,5.970000000000001,6.2,18,1131,2023,8,26
2.42,2.54,3.5,12,1684,2023,8,9
20.38,8.260000000000002,25.3,9,1361,2023,8,7
41.6,39.3,54.3,0,183,2022,12,20
5.7,3.7,15.2,12,1065,2022,10,23
0.0,0.0,5.380000000000001,4,71,2022,10,14
12.1,7.1,7.0,2,62,2023,9,27
5.9,4.4,7.0,1,88,2022,10,31
11.3,9.1,22.0,23,604,2023,4,15
1.4,1.8,20.6,19,1207,2023,3,16
31.0,16.5,20.8,6,892,2023,6,21
6.4,3.5,4.9,3,85,2023,9,22
4.1000000000000005,1.5599999999999998,2.4,23,305,2023,7,11
13.210000000000004,7.07,22.1,15,1654,2023,7,1
0.8,2.3,28.9,0,149,2023,1,10
42.2,3.9,25.3,8,1880,2022,11,16
5.6,4.3,15.8,5,167,2023,4,21
37.4,8.3,36.2,17,1480,2022,10,17
9.66,4.4,5.6,0,389,2023,7,1
14.2,7.9,7.3,18,1156,2023,4,14
20.1,18.8,40.6,2,74,2022,12,20
3.3,1.5,4.8,2,81,2023,9,22
3.9,0.0,1.0,3,83,2022,11,25
5.6,7.9,3.2,4,73,2023,6,13
5.88,3.87,4.7,20,770,2023,7,13
9.1,7.0,13.5,0,120,2022,10,25
17.2,16.6,22.9,21,805,2022,12,13
4.88,3.54,1.7,1,162,2023,8,4
11.7,10.5,8.0,2,559,2023,6,11
2.4,3.6,2.5,3,88,2023,6,29
18.1,4.9,7.9,23,293,2023,9,7
7.9,9.7,17.1,20,1014,2023,1,12
